Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.41249999933333,3.00416666699063,Lagos,Badagry,879.999967210577,180,13.4944889905326,842.144391162812,121.659459730356,326.882809945655,146917.053274739,138.010972738266,82.8381425142289,14.2399254441261,132.172168493271,120.989030599594,119.989521503448,7.49693832807368%,95.6982298342852%,67.5885887390867%,37.1457752415387%,76.67276263237%,46.0211902856827%,7.91106969118118%,73.4289824962616%,67.2161281108856%,66.6608452796936%
6.41249999933333,3.05416666698924,Lagos,Badagry,15.0000018593436,3,0.491156313334674,13.6873821124302,1.76362764160738,5.06003240304125,132024.812667531,2.4132764339447,1.50409591197967,0.340164452791215,2.21773374080658,2.09589225053787,2.08740270137787,16.3718771111558%,91.2492027719598%,58.7875880535792%,33.7335451721249%,80.4425477981567%,50.1365303993225%,11.3388150930405%,73.924458026886%,69.8630750179291%,69.5800900459289%
6.41249999933333,3.07083333365545,Lagos,Badagry,5.00000360670118,1,0.249855605150303,4.57754677741551,0.585923779447462,1.36680140464931,138940.207325279,0.672177016735077,0.468641877174377,0.160204902291298,0.582246243953705,0.730277180671692,0.752119779586792,24.9855605150303%,91.5508695089843%,58.5923779447462%,27.3360083744234%,67.2177016735077%,46.8641877174377%,16.0204902291298%,58.2246243953705%,73.0277180671692%,75.2119779586792%
6.41249999933333,3.04583333365614,Lagos,Badagry,157.999988940674,30,3.75826539434919,144.110960818536,17.9956621651256,52.9571958525571,115932.812625028,23.4172868728638,13.56938123703,3.27040292322636,21.6420328617096,19.9286162853241,20.8614331483841,12.5275513144973%,91.2094752567654%,59.9855405504188%,33.5172149109716%,78.0576229095459%,45.2312707901001%,10.9013430774212%,72.140109539032%,66.4287209510803%,69.5381104946136%
6.47083333266667,2.870833333661,Lagos,Badagry,16.0000120952093,3,1.21358586668808,13.1891932107403,1.72476897238236,3.72239289954991,103046.165634669,2.20314770936966,1.0991193652153,0.0331523129716515,1.69581520557404,1.68388313055038,1.83903551101685,40.4528622229359%,82.4323952523097%,57.4922990794119%,23.2649380350435%,73.4382569789886%,36.6373121738434%,1.10507709905505%,56.5271735191345%,56.1294376850128%,61.3011837005615%
6.42083333266667,2.8625000003279,Lagos,Badagry,561.999978256899,103.404853820801,19.5878111741387,526.263962896042,63.417296651332,206.59853572845,160901.608815459,65.6696498570274,53.2292698754351,3.58929007470562,67.5079607251893,69.0021068024017,74.0276030521365,18.9428353219125%,93.6412781595302%,61.3291294441876%,36.7613067120103%,63.5073184967041%,51.4765679836273%,3.47110405564308%,65.2850985527039%,66.7300462722778%,71.5900659561157%
6.51249999933333,3.63750000030638,Lagos,Epe,0.999999923234003,1,0.150547970425634,0.897190757748569,0.565142184207818,0.312424512654126,143771.944700242,0.711694717407227,0.516262114048004,0.167787253856659,0.694077253341675,0.708718240261078,0.620401322841644,15.0547970425634%,89.7190826622317%,56.5142184207818%,31.2424536637707%,71.1694717407227%,51.6262114048004%,16.7787253856659%,69.4077253341675%,70.8718240261078%,62.0401322841644%
6.504166666,3.687500000305,Lagos,Epe,0.999999923401209,1,0.297064222410884,0.878719151968154,0.553071054032643,0.221727474008624,108424.324140496,0.710552752017975,0.360603928565979,0.0861419141292572,0.543547749519348,0.513711452484131,0.536132037639618,29.7064222410884%,87.8719219276984%,55.3071054032643%,22.1727490992682%,71.0552752017975%,36.0603928565979%,8.61419141292572%,54.3547749519348%,51.3711452484131%,53.6132037639618%
6.52083333266667,3.72916666697051,Lagos,Epe,0.999999923539564,1,0.631024988495716,0.790850815124965,0.526639053759459,0.164218747682693,108472.168387141,0.652258813381195,0.330524563789368,0.0874852389097214,0.489498436450958,0.550619065761566,0.504970371723175,63.1024988495716%,79.0850875593768%,52.6639053759459%,16.4218760238931%,65.2258813381195%,33.0524563789368%,8.74852389097214%,48.9498436450958%,55.0619065761566%,50.4970371723175%
6.62083333266667,3.74583333363671,Lagos,Epe,0.999999923595306,1,0.444471544093271,0.686504911232772,0.525156417030732,0.204487353023424,118005.298036572,0.501140058040619,0.334573358297348,0.0875353589653969,0.519859492778778,0.484434425830841,0.398448377847672,44.4471544093271%,68.6504963684974%,52.5156417030732%,20.4487368647219%,50.1140058040619%,33.4573358297348%,8.75353589653969%,51.9859492778778%,48.4434425830841%,39.8448377847672%
6.554166666,3.77083333363602,Lagos,Epe,0.999999923678386,1,0.496979514284946,0.825831545514876,0.535458245796042,0.135632709444633,104893.432717527,0.502671957015991,0.263446837663651,0.078617051243782,0.442145049571991,0.465065568685532,0.330173671245575,49.6979514284946%,82.5831608543677%,53.5458245796042%,13.5632719796341%,50.2671957015991%,26.3446837663651%,7.8617051243782%,44.2145049571991%,46.5065568685532%,33.0173671245575%
6.629166666,3.77916666696912,Lagos,Epe,0.999999923706098,1,0.390214491211295,0.901927976109114,0.554681548346176,0.240147185810279,123706.460252955,0.472945481538773,0.333567202091217,0.0871390625834465,0.487777769565582,0.528799414634705,0.407731026411057,39.0214491211295%,90.1928044920724%,55.4681548346176%,24.0147204132046%,47.2945481538773%,33.3567202091217%,8.71390625834465%,48.7777769565582%,52.8799414634705%,40.7731026411057%
6.56249999933333,3.78750000030222,Lagos,Epe,0.99999992373381,1,0.529384774457241,0.841345174974204,0.541281785190306,0.141085373817233,100682.134460864,0.619034051895142,0.311699688434601,0.0769527480006218,0.43467590212822,0.399395287036896,0.363631576299667,52.9384774457241%,84.13452391404%,54.1281785190306%,14.1085384577278%,61.9034051895142%,31.1699688434601%,7.69527480006218%,43.467590212822%,39.9395287036896%,36.3631576299667%
6.57083333266667,3.79583333363532,Lagos,Epe,0.999999923761573,1,0.469916957824859,0.836906586919248,0.554860009531701,0.139467051125391,109032.124846369,0.618039608001709,0.266571223735809,0.0580416284501553,0.464261114597321,0.450147151947021,0.443032741546631,46.9916957824859%,83.6906650723695%,55.4860009531701%,13.946706175814%,61.8039608001709%,26.6571223735809%,5.80416284501553%,46.4261114597321%,45.0147151947021%,44.3032741546631%
6.554166666,3.79583333363532,Lagos,Epe,0.999999923761892,1,0.476669661622576,0.845145678976408,0.556395000700683,0.176755124265531,106851.549135881,0.652532696723938,0.294581383466721,0.0657390058040619,0.422226071357727,0.354262739419937,0.427002131938934,47.6669661622576%,84.514574340872%,55.6395000700683%,17.6755137741008%,65.2532696723938%,29.4581383466721%,6.57390058040619%,42.2226071357727%,35.4262739419937%,42.7002131938934%
6.67083333266667,3.81250000030153,Lagos,Epe,0.99999992381721,1,0.226562169554535,0.903816984492616,0.641361183864196,0.181252931911207,119597.168858774,0.695154666900635,0.252774149179459,0.0126766292378306,0.487999945878983,0.565430819988251,0.523282051086426,22.6562169554535%,90.3817053347921%,64.1361183864196%,18.1252945719562%,69.5154666900635%,25.2774149179459%,1.26766292378306%,48.7999945878983%,56.5430819988251%,52.3282051086426%
6.554166666,3.81250000030153,Lagos,Epe,0.999999923817315,1,0.483723787144525,0.852513252755803,0.604035679348939,0.202556733284414,114655.65560045,0.65149712562561,0.283784598112106,0.0344657599925995,0.458571165800095,0.36227148771286,0.436007887125015,48.3723787144525%,85.2513317702556%,60.4035679348939%,20.2556748715731%,65.149712562561%,28.3784598112106%,3.44657599925995%,45.8571165800095%,36.227148771286%,43.6007887125015%
6.67083333266667,3.83750000030083,Lagos,Epe,0.999999923900342,1,0.213751414352656,0.880534408880489,0.644129606721795,0.14823428280026,115089.843735417,0.691414892673492,0.263911366462708,0.0642746761441231,0.488875150680542,0.327558755874634,0.516459703445435,21.3751414352656%,88.0534475888861%,64.4129606721795%,14.8234294080839%,69.1414892673492%,26.3911366462708%,6.42746761441231%,48.8875150680542%,32.7558755874634%,51.6459703445435%
6.56249999933333,3.83750000030083,Lagos,Epe,0.999999923900448,1,0.404427172443259,0.885155405342861,0.658200906427134,0.18914903523625,117371.999247688,0.651559889316559,0.300318211317062,0.0159238707274199,0.47724974155426,0.412179946899414,0.430932551622391,40.4427172443259%,88.5155472702796%,65.8200906427134%,18.9149049630408%,65.1559889316559%,30.0318211317062%,1.59238707274199%,47.724974155426%,41.2179946899414%,43.0932551622391%
6.63749999933333,3.85416666696704,Lagos,Epe,0.999999923955977,1,0.318026020843714,0.860573051634087,0.595843582428577,0.190795316099174,115981.905905397,0.601708114147186,0.241268649697304,0.102418854832649,0.469334661960602,0.374453037977219,0.517149746417999,31.8026020843714%,86.0573117075529%,59.5843582428577%,19.0795330608019%,60.1708114147186%,24.1268649697304%,10.2418854832649%,46.9334661960602%,37.4453037977219%,51.7149746417999%
6.62083333266667,3.85416666696704,Lagos,Epe,0.999999923956297,1,0.3422629051879,0.751673640000249,0.560323015570644,0.184757821238178,132625.900863267,0.456444591283798,0.305043458938599,0.143224745988846,0.499043375253677,0.47139236330986,0.470345079898834,34.22629051879%,75.16736971603%,56.0323015570644%,18.4757835287848%,45.6444591283798%,30.5043458938599%,14.3224745988846%,49.9043375253677%,47.139236330986%,47.0345079898834%
6.56249999933333,3.86250000030014,Lagos,Epe,0.999999923983959,1,0.352327772781301,0.901991038422592,0.627670148853897,0.160351037392431,118872.145732009,0.651087403297424,0.304918676614761,0.0208644550293684,0.46372440457344,0.503381609916687,0.48066321015358,35.2327772781301%,90.1991106988385%,62.7670148853897%,16.0351049581683%,65.1087403297424%,30.4918676614761%,2.08644550293684%,46.372440457344%,50.3381609916687%,48.066321015358%
6.57083333266667,3.87083333363324,Lagos,Epe,0.999999924011346,1,0.40087638302066,0.893850545358212,0.624161169015706,0.198165957295174,115126.958128132,0.660082459449768,0.288534939289093,0.0202274769544601,0.461777359247208,0.444409191608429,0.484448283910751,40.087638302066%,89.3850613280717%,62.4161169015706%,19.816597235354%,66.0082459449768%,28.8534939289093%,2.02274769544601%,46.1777359247208%,44.4409191608429%,48.4448283910751%
6.66249999933333,3.89583333363255,Lagos,Epe,0.999999924094534,1,0.36798352681297,0.860992751362538,0.616230086351851,0.169548159803999,116718.42029732,0.627950966358185,0.272431582212448,0.0243555512279272,0.446907162666321,0.35613140463829,0.541035771369934,36.798352681297%,86.0992816716599%,61.6230086351851%,16.9548172673632%,62.7950966358185%,27.2431582212448%,2.43555512279272%,44.6907162666321%,35.613140463829%,54.1035771369934%
6.604166666,3.90416666696565,Lagos,Epe,0.999999924122352,1,0.229959970571064,0.914143308084757,0.573347864385263,0.265742466427269,110031.781256456,0.561820924282074,0.335915982723236,0.167856022715569,0.530260622501373,0.424532502889633,0.507146000862122,22.9959970571064%,91.4143377447806%,57.3347864385263%,26.5742486591184%,56.1820924282074%,33.5915982723236%,16.7856022715569%,53.0260622501373%,42.4532502889633%,50.7146000862122%
6.679166666,3.92083333363185,Lagos,Epe,0.999999924178306,1,0.510252101479868,0.889529000572809,0.622848669455105,0.219960598804452,116201.896215075,0.661467552185059,0.25882938504219,0.0332905240356922,0.456194549798965,0.352555066347122,0.610359907150269,51.0252101479868%,88.952906801841%,62.2848669455105%,21.9960615482238%,66.1467552185059%,25.882938504219%,3.32905240356922%,45.6194549798965%,35.2555066347122%,61.0359907150269%
6.64583333266667,3.92916666696495,Lagos,Epe,0.999999924205699,1,0.0469268231201217,0.889669169037919,0.635750664761151,0.241836820131107,117794.009425652,0.595515727996826,0.307510793209076,0.0255860574543476,0.461225897073746,0.338842123746872,0.567852199077606,4.69268231201217%,88.9669236469777%,63.5750664761151%,24.1836838460961%,59.5515727996826%,30.7510793209076%,2.55860574543476%,46.1225897073746%,33.8842123746872%,56.7852199077606%
6.52083333266667,3.95416666696426,Lagos,Epe,0.999999924288778,1,0.285049996054965,0.790572916527364,0.599767392118418,0.201879229265315,116757.684501547,0.507521331310272,0.282326072454453,0.0372705534100533,0.482595413923264,0.46521469950676,0.439880609512329,28.5049996054965%,79.057297638261%,59.9767392118418%,20.1879244549839%,50.7521331310272%,28.2326072454453%,3.72705534100533%,48.2595413923264%,46.521469950676%,43.9880609512329%
6.56249999933333,3.97916666696357,Lagos,Epe,0.999999924372604,1,0.11643411226317,0.880252334249807,0.633050244053927,0.203195548722054,134532.369389268,0.654071569442749,0.351580739021301,0.0818755105137825,0.536866843700409,0.602356970310211,0.506671130657196,11.643411226317%,88.0252400821004%,63.3050244053927%,20.3195564089205%,65.4071569442749%,35.1580739021301%,8.18755105137825%,53.6866843700409%,60.2356970310211%,50.6671130657196%
6.57083333266667,3.98750000029667,Lagos,Epe,0.999999924399995,1,0.143445165883949,0.87530096039295,0.622648140650298,0.26744247448491,137060.036355835,0.666677296161652,0.372513562440872,0.180443182587624,0.560866355895996,0.589845597743988,0.599278151988983,14.3445165883949%,87.5301026565712%,62.2648140650298%,26.7442494703564%,66.6677296161652%,37.2513562440872%,18.0443182587624%,56.0866355895996%,58.9845597743988%,59.9278151988983%
6.54583333266667,4.01250000029597,Lagos,Epe,0.999999924483342,1,0.220066161415843,0.800482945921787,0.580671584404688,0.155386475268704,108277.614227825,0.498217970132828,0.258485287427902,0.0688014626502991,0.452955007553101,0.449043422937393,0.514974057674408,22.0066161415843%,80.0483006371589%,58.0671584404688%,15.5386487002972%,49.8217970132828%,25.8485287427902%,6.88014626502991%,45.2955007553101%,44.9043422937393%,51.4974057674408%
6.64583333266667,4.02916666696218,Lagos,Epe,0.999999924538551,1,0.249375530419161,0.894197307882621,0.630000695508531,0.202862972209053,120410.298766738,0.628409743309021,0.319621920585632,0.0119665041565895,0.440680712461472,0.301775842905045,0.536088943481445,24.9375530419161%,89.4197375360051%,63.0000695508531%,20.2862987517388%,62.8409743309021%,31.9621920585632%,1.19665041565895%,44.0680712461472%,30.1775842905045%,53.6088943481445%
6.57083333266667,4.02916666696218,Lagos,Epe,0.999999924538551,1,0.390292089618501,0.790053764291574,0.554435620085234,0.142190953691183,98383.6076068368,0.497868150472641,0.301389098167419,0.124502718448639,0.514286637306213,0.485269069671631,0.486729145050049,39.0292089618501%,79.005382391018%,55.4435620085234%,14.2190964421119%,49.7868150472641%,30.1389098167419%,12.4502718448639%,51.4286637306213%,48.5269069671631%,48.6729145050049%
6.58749999933333,4.02916666696218,Lagos,Epe,0.999999924538658,1,0.14929295307562,0.88251942808012,0.578340792921649,0.0991608918564052,107353.779085151,0.62612247467041,0.235219970345497,0.024108350276947,0.413838416337967,0.443094819784164,0.386846035718918,14.929295307562%,88.2519494676225%,57.8340792921649%,9.91608993392197%,62.612247467041%,23.5219970345497%,2.4108350276947%,41.3838416337967%,44.3094819784164%,38.6846035718918%
6.529166666,4.02916666696218,Lagos,Epe,0.999999924538659,1,0.298458421464723,0.844928890854119,0.552137053084568,0.117136683179744,112300.274778255,0.580944299697876,0.23091071844101,0.024830074980855,0.40207514166832,0.362950652837753,0.39999058842659,29.8458421464723%,84.4928954613591%,55.2137053084568%,11.7136692019036%,58.0944299697876%,23.091071844101%,2.4830074980855%,40.207514166832%,36.2950652837753%,39.999058842659%
6.604166666,4.02916666696218,Lagos,Epe,0.999999924538764,1,0.313912110558221,0.890411259245481,0.600697000537143,0.114674669826522,122373.628031286,0.611616492271423,0.287874639034271,0.0138516090810299,0.439695835113525,0.486231774091721,0.499026089906693,31.3912110558221%,89.041132643702%,60.0697000537143%,11.4674678480015%,61.1616492271423%,28.7874639034271%,1.38516090810299%,43.9695835113525%,48.6231774091721%,49.9026089906693%
6.63749999933333,4.06250000029459,Lagos,Epe,0.999999924649727,1,0.298280750585051,0.861375455217685,0.600109929189541,0.107099486377844,116745.060329988,0.566297709941864,0.275903671979904,0.009981669485569,0.433454424142838,0.434085518121719,0.42581033706665,29.8280750585051%,86.1375520122566%,60.0109929189541%,10.709949444782%,56.6297709941864%,27.5903671979904%,0.9981669485569%,43.3454424142838%,43.4085518121719%,42.581033706665%
6.56249999933333,4.06250000029459,Lagos,Epe,0.999999924650035,1,0.315248434933409,0.647856307458787,0.557543914927176,0.171787369027301,94992.7079475314,0.502907633781433,0.386534154415131,0.153671696782112,0.543753921985626,0.532742559909821,0.505894958972931,31.5248434933409%,64.7856356274741%,55.7543914927176%,17.1787381971474%,50.2907633781433%,38.6534154415131%,15.3671696782112%,54.3753921985626%,53.2742559909821%,50.5894958972931%
6.654166666,4.07083333362769,Lagos,Epe,0.999999924677533,1,0.297538904436036,0.876950397550078,0.614212903860182,0.0986748769172157,118838.294529728,0.610718846321106,0.311420738697052,0.0112252105027437,0.443309754133224,0.428502708673477,0.46096596121788,29.7538904436036%,87.695046360415%,61.4212903860182%,9.86748843496514%,61.0718846321106%,31.1420738697052%,1.12252105027437%,44.3309754133224%,42.8502708673477%,46.096596121788%
6.49583333266667,4.07916666696079,Lagos,Epe,0.999999924705458,1,0.369752826909044,0.707231916412116,0.543051184441353,0.167772316052436,140874.087803505,0.467362701892853,0.276388436555862,0.1398646235466,0.438389152288437,0.522950768470764,0.424631208181381,36.9752826909044%,70.7231969662823%,54.3051184441353%,16.7772328684777%,46.7362701892853%,27.6388436555862%,13.98646235466%,43.8389152288437%,52.2950768470764%,42.4631208181381%
6.679166666,4.07916666696079,Lagos,Epe,0.999999924705459,1,0.307697111275371,0.864829057026651,0.614318536862592,0.12248901325662,125991.189542762,0.557136416435242,0.28176936507225,0.0157751142978668,0.40715304017067,0.356640845537186,0.482112616300583,30.7697111275371%,86.4829122143563%,61.4318536862592%,12.2489022479375%,55.7136416435242%,28.176936507225%,1.57751142978668%,40.715304017067%,35.6640845537186%,48.2112616300583%
6.454166666,4.09583333362699,Lagos,Epe,0.99999992476056,1,0.320275154471655,0.518600581395427,0.547720279479333,0.193217311538901,150398.018868142,0.49579593539238,0.339815944433212,0.253955274820328,0.582248270511627,0.529373168945312,0.480185508728027,32.0275154471655%,51.8600620414647%,54.7720279479333%,19.3217326076464%,49.579593539238%,33.9815944433212%,25.3955274820328%,58.2248270511627%,52.9373168945312%,48.0185508728027%
6.46249999933333,4.1125000002932,Lagos,Epe,0.999999924816573,1,0.358029762248565,0.60957165378075,0.531740203090323,0.227489025816688,122796.701797242,0.45211523771286,0.325347155332565,0.185539156198502,0.488475948572159,0.531200289726257,0.503285348415375,35.8029762248565%,60.9571699610439%,53.1740203090323%,22.7489042920094%,45.211523771286%,32.5347155332565%,18.5539156198502%,48.8475948572159%,53.1200289726257%,50.3285348415375%
6.454166666,4.14583333362561,Lagos,Epe,0.999999924927254,1,0.370155693691487,0.627907098259331,0.571182534680166,0.214639554294884,106343.48416566,0.460799753665924,0.325529336929321,0.152995452284813,0.474621415138245,0.49396139383316,0.524783313274384,37.0155693691487%,62.7907145398045%,57.1182534680166%,21.4639570408466%,46.0799753665924%,32.5529336929321%,15.2995452284813%,47.4621415138245%,49.396139383316%,52.4783313274384%
6.404166666,4.22083333362352,Lagos,Epe,0.999999925177082,1,0.325358347355255,0.737716311670669,0.608394453383866,0.164539929075942,99362.2568226736,0.656074523925781,0.311220079660416,0.0722519978880882,0.497028261423111,0.498470902442932,0.466149121522903,32.5358347355255%,73.771636686876%,60.8394453383866%,16.4539941387301%,65.6074523925781%,31.1220079660416%,7.22519978880882%,49.7028261423111%,49.8470902442932%,46.6149121522903%
6.429166666,4.24583333362283,Lagos,Epe,0.999999925260747,1,0.421416851327618,0.739079088246035,0.542891402719216,0.115857020807208,100848.817127093,0.464289933443069,0.238863304257393,0.0824110358953476,0.469391793012619,0.454172164201736,0.442326277494431,42.1416851327618%,73.9079143484258%,54.2891402719216%,11.5857029466276%,46.4289933443069%,23.8863304257393%,8.24110358953476%,46.9391793012619%,45.4172164201736%,44.2326277494431%
6.38749999933333,4.27083333362214,Lagos,Epe,0.999999925343978,1,0.647855843729593,0.628721205339309,0.569195599395047,0.190935038182822,105374.47143897,0.646230638027191,0.298360288143158,0.146084994077682,0.514116942882538,0.502717196941376,0.474747836589813,64.7855843729593%,62.8721252277137%,56.9195599395047%,19.0935052437273%,64.6230638027191%,29.8360288143158%,14.6084994077682%,51.4116942882538%,50.2717196941376%,47.4747836589813%
6.39583333266667,4.28750000028834,Lagos,Epe,0.999999925398984,1,0.566978680104078,0.553724719127298,0.569625987369558,0.165785588662285,108877.204804758,0.613456964492798,0.274758368730545,0.117788575589657,0.509972512722015,0.475821495056152,0.509770691394806,56.6978680104078%,55.3724760435728%,56.9625987369558%,16.5785601030059%,61.3456964492798%,27.4758368730545%,11.7788575589657%,50.9972512722015%,47.5821495056152%,50.9770691394806%
6.63749999933333,3.84583333363393,Lagos,Epe,0.99999996000021,1,0.397245206182812,0.852974256679296,0.594237170161896,0.179964771178078,114570.990613543,0.583999454975128,0.242626264691353,0.0961939021945,0.46505406498909,0.41966649889946,0.519462823867798,39.7245206182812%,85.2974290798089%,59.4237170161896%,17.9964778376631%,58.3999454975128%,24.2626264691353%,9.61939021945%,46.505406498909%,41.966649889946%,51.9462823867798%
6.57083333266667,3.95416666696426,Lagos,Epe,0.99999996000021,1,0.0671241329830917,0.895422319208498,0.644825889991394,0.251957632214738,122695.503633618,0.756623387336731,0.373015135526657,0.0454931855201721,0.65716415643692,0.681003212928772,0.606976330280304,6.71241329830917%,89.5422355025204%,64.4825889991394%,25.1957642292991%,75.6623387336731%,37.3015135526657%,4.54931855201721%,65.716415643692%,68.1003212928772%,60.6976330280304%
6.52083333266667,3.94583333363116,Lagos,Epe,0.99999996000021,1,0.304188784648613,0.72967724996914,0.601554505322984,0.193334183389255,127288.98328586,0.49280196428299,0.253974944353104,0.0394475050270557,0.449281245470047,0.390989035367966,0.425816833972931,30.4188784648613%,72.9677279156078%,60.1554505322984%,19.3334191122582%,49.280196428299%,25.3974944353104%,3.94475050270557%,44.9281245470047%,39.0989035367966%,42.5816833972931%
6.51249999933333,3.6958333336381,Lagos,Epe,0.99999996000021,1,0.559172735355701,0.839290537460613,0.525535678617158,0.201325333538061,109223.448916747,0.641346156597137,0.332180231809616,0.0939460918307305,0.514602780342102,0.558480203151703,0.515570938587189,55.9172735355701%,83.929057103206%,52.5535678617158%,20.1325341591032%,64.1346156597137%,33.2180231809616%,9.39460918307305%,51.4602780342102%,55.8480203151703%,51.5570938587189%
6.51249999933333,3.99583333362977,Lagos,Epe,0.99999996000021,1,0.270007787277604,0.847750334987699,0.56781438147214,0.171960200667527,113469.70426073,0.50798761844635,0.240205571055412,0.0353243201971054,0.489931285381317,0.449481159448624,0.437714189291,27.0007787277604%,84.7750368897536%,56.781438147214%,17.1960207545899%,50.798761844635%,24.0205571055412%,3.53243201971054%,48.9931285381317%,44.9481159448624%,43.7714189291%
6.63749999933333,3.75416666696981,Lagos,Epe,0.999999960000211,1,0.427177874347307,0.887299416485485,0.587051408772594,0.143816359420167,113285.854094364,0.57131564617157,0.310350984334946,0.075077548623085,0.479328453540802,0.449485272169113,0.439641296863556,42.7177874347307%,88.7299451977276%,58.7051408772594%,14.3816365172791%,57.131564617157%,31.0350984334946%,7.5077548623085%,47.9328453540802%,44.9485272169113%,43.9641296863556%
6.57083333266667,3.84583333363393,Lagos,Epe,0.999999960000211,1,0.411939447344561,0.887463546918605,0.650645847428292,0.167435995906683,116560.347160856,0.651521384716034,0.295578390359878,0.0291255861520767,0.483675330877304,0.511448502540588,0.459289997816086,41.1939447344561%,88.7463582416961%,65.0645847428292%,16.7436002604088%,65.1521384716034%,29.5578390359878%,2.91255861520767%,48.3675330877304%,51.1448502540588%,45.9289997816086%
6.57083333266667,3.96250000029736,Lagos,Epe,0.999999960000211,1,0.0735356125777171,0.891736330935136,0.641462943783258,0.273559798710535,119990.211596921,0.731035888195038,0.349210321903229,0.100989662110805,0.632411003112793,0.670806884765625,0.647778034210205,7.35356125777171%,89.1736366604403%,64.1462943783258%,27.355980965287%,73.1035888195038%,34.9210321903229%,10.0989662110805%,63.2411003112793%,67.0806884765625%,64.7778034210205%
6.654166666,4.06250000029459,Lagos,Epe,0.999999960000317,1,0.288769452453119,0.86520433310567,0.618899708461343,0.110147312164657,121312.609804936,0.558717668056488,0.291584730148315,0.0125103928148746,0.434746950864792,0.431062906980515,0.472947150468826,28.8769452453119%,86.520436771357%,61.8899708461343%,11.0147316570515%,55.8717668056488%,29.1584730148315%,1.25103928148746%,43.4746950864792%,43.1062906980515%,47.2947150468826%
6.58749999933333,4.02083333362908,Lagos,Epe,0.999999960000317,1,0.132770493787609,0.885639605759433,0.590916325261575,0.140882603640445,111264.354649636,0.626296162605286,0.263307362794876,0.020448449999094,0.449132472276688,0.515891253948212,0.485672116279602,13.2770493787609%,88.5639641184738%,59.0916325261575%,14.0882609275705%,62.6296162605286%,26.3307362794876%,2.0448449999094%,44.9132472276688%,51.5891253948212%,48.5672116279602%
6.654166666,3.93750000029806,Lagos,Epe,0.999999960000318,1,0.0438634607527834,0.885069305944718,0.644011269528124,0.190233994019982,118470.894052978,0.6120765209198,0.306336432695389,0.0371952801942825,0.44689279794693,0.334615468978882,0.541630804538727,4.38634607527834%,88.506934134721%,64.4011269528124%,19.0234001629282%,61.20765209198%,30.6336432695389%,3.71952801942825%,44.689279794693%,33.4615468978882%,54.1630804538727%
6.529166666,3.687500000305,Lagos,Epe,0.999999960000318,1,0.409211782798811,0.546734427084421,0.526420450470194,0.214400905635123,146100.721247414,0.623065829277039,0.423849642276764,0.203263372182846,0.645192205905914,0.584881722927094,0.543419778347015,40.9211782798811%,54.6734448953625%,52.6420450470194%,21.4400914211091%,62.3065829277039%,42.3849642276764%,20.3263372182846%,64.5192205905914%,58.4881722927094%,54.3419778347015%
6.604166666,4.02083333362908,Lagos,Epe,0.999999960000423,1,0.192344389536404,0.901444355057436,0.612644058386552,0.143662012159397,126139.688850797,0.646381855010986,0.311987727880478,0.0151979112997651,0.434306114912033,0.541573107242584,0.593666732311249,19.2344389536404%,90.144439111483%,61.2644058386552%,14.3662017905817%,64.6381855010986%,31.1987727880478%,1.51979112997651%,43.4306114912033%,54.1573107242584%,59.3666732311249%
6.67083333266667,3.93750000029806,Lagos,Epe,0.999999960000425,1,0.410035837871427,0.88510533233689,0.641315812569285,0.214521751051986,117952.239542307,0.593812644481659,0.269279509782791,0.0218695234507322,0.442052364349365,0.34090855717659,0.518502712249756,41.0035837871427%,88.5105367740729%,64.1315812569285%,21.4521759632765%,59.3812644481659%,26.9279509782791%,2.18695234507322%,44.2052364349365%,34.090855717659%,51.8502712249756%
6.61249999933333,3.91250000029875,Lagos,Epe,0.999999960000442,1,0.140544683648245,0.913305839934017,0.587340688605218,0.247383018554179,109386.479424762,0.573962569236755,0.262267887592316,0.0794435292482376,0.515054225921631,0.448317646980286,0.472355484962463,14.0544683648245%,91.3305876465848%,58.7340688605218%,24.7383028449391%,57.3962569236755%,26.2267887592316%,7.94435292482376%,51.5054225921631%,44.8317646980286%,47.2355484962463%
6.62083333266667,3.84583333363393,Lagos,Epe,0.99999996000053,1,0.338913741144485,0.709900747523267,0.550448755097533,0.186363637687242,128138.705484404,0.462717324495316,0.309321612119675,0.138951420783997,0.520218551158905,0.468136459589004,0.485229998826981,33.8913741144485%,70.9900775918922%,55.0448755097533%,18.6363645141689%,46.2717324495316%,30.9321612119675%,13.8951420783997%,52.0218551158905%,46.8136459589004%,48.5229998826981%
